task,round,global_round,task_progress,acc,prec_mic,prec_mac,prec_wei,rec_mic,rec_mac,rec_wei,f1_mic,f1_mac,f1_wei,fpr,loss
3,48,248,3.6,50.6964,50.6964,42.2184,74.7499,50.6964,62.0126,50.6964,50.6964,39.358,56.7295,82.3376,2.756081
3,49,249,3.6125,51.0759,51.0759,42.3454,75.0481,51.0759,62.1089,51.0759,51.0759,39.5169,57.1799,81.3522,2.732272
3,50,250,3.625,51.2552,51.2552,42.6272,75.5687,51.2552,62.1831,51.2552,51.2552,39.8451,57.4158,80.6056,2.725207
3,51,251,3.6375,51.1166,51.1166,42.6639,75.153,51.1166,62.0675,51.1166,51.1166,39.8385,57.2844,80.7244,2.730277
3,52,252,3.65,50.4258,50.4258,42.1915,74.5989,50.4258,61.8954,50.4258,50.4258,39.3282,56.4845,82.5082,2.758962
3,53,253,3.6625,50.3768,50.3768,42.1235,74.5709,50.3768,61.8691,50.3768,50.3768,39.2641,56.4388,82.4992,2.759155
3,54,254,3.675,50.899,50.899,42.2416,74.9463,50.899,62.0242,50.899,50.899,39.3937,56.9988,81.5054,2.744039
3,55,255,3.6875,51.2931,51.2931,42.7154,75.2604,51.2931,62.1468,51.2931,51.2931,39.962,57.4548,80.4494,2.731157
3,56,256,3.7,51.3657,51.3657,42.025,75.5558,51.3657,62.2524,51.3657,51.3657,39.4009,57.4628,80.1882,2.721689
3,57,257,3.7125,51.0527,51.0527,42.6925,75.0606,51.0527,62.0315,51.0527,51.0527,39.825,57.1825,81.1229,2.737831
3,58,258,3.725,50.9928,50.9928,42.3922,75.0102,50.9928,62.03,50.9928,50.9928,39.5311,57.0975,81.2871,2.743444
3,59,259,3.7375,50.9323,50.9323,42.3213,74.9846,50.9323,62.0047,50.9323,50.9323,39.4637,57.0349,81.3724,2.751828
3,60,260,3.75,50.6373,50.6373,42.2843,74.779,50.6373,61.9735,50.6373,50.6373,39.417,56.7199,82.0869,2.758242
3,61,261,3.7625,50.9466,50.9466,42.2707,74.9802,50.9466,61.9863,50.9466,50.9466,39.4135,57.0584,81.1714,2.746612
3,62,262,3.775,51.1541,51.1541,42.5941,75.1777,51.1541,62.0777,51.1541,51.1541,39.8065,57.3174,80.5604,2.737182
3,63,263,3.7875,50.9469,50.9469,42.2747,74.9643,50.9469,62.0089,50.9469,50.9469,39.4352,57.044,81.3154,2.750184
3,64,264,3.8,50.8395,50.8395,42.1975,74.9001,50.8395,61.9632,50.8395,50.8395,39.3361,56.93,81.4818,2.754147
3,65,265,3.8125,50.1833,50.1833,42.1067,74.6497,50.1833,61.7449,50.1833,50.1833,39.1411,56.3256,82.2908,2.774105
3,66,266,3.825,49.8528,49.8528,42.0861,74.4878,49.8528,61.5541,49.8528,49.8528,39.0755,55.9615,82.8922,2.79972
3,67,267,3.8375,50.381,50.381,42.0784,74.7077,50.381,61.8033,50.381,50.381,39.1432,56.4925,82.0733,2.771718
3,68,268,3.85,51.1226,51.1226,42.562,75.1566,51.1226,62.0578,51.1226,51.1226,39.7146,57.2781,80.7238,2.740096
3,69,269,3.8625,51.3154,51.3154,42.3987,75.6194,51.3154,62.2194,51.3154,51.3154,39.6778,57.4741,80.3302,2.728527
3,70,270,3.875,50.9466,50.9466,42.3662,75.024,50.9466,62.0082,50.9466,50.9466,39.4883,57.0685,81.2891,2.745949
3,71,271,3.8875,50.3732,50.3732,42.2924,74.7104,50.3732,61.8599,50.3732,50.3732,39.3632,56.4858,82.4178,2.774477
